Message,Label
congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,spam
we not watching movie already xy wants 2 shop so im shopping w her now,ham
sat right okay thanks,ham
okay lor wah like that def they wont let us go haha what did they say in the terms and conditions,ham
reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations wwwphb1com ph08700435505150p,spam
or u ask they all if next sat can a not if all of them can make it then im ok lor,ham
ltgt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday 4 u happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi am the first to wishing u all theseyours raj,ham
this weekend is fine an excuse not to do too much decorating,ham
am only searching for good dual sim mobile pa,ham
huh so late fr dinner,ham
okay lor will they still let us go a not ah coz they will not know until later we drop our cards into the box right,ham
nt yet chikkusimple habbahw abt u,ham
ok so april cant wait,ham
honey sweetheart darling sexy buns sugar plum loverboy i miss you boytoy smacks your ass did you go to the gym too,ham
u studying in sch or going home anyway ill b going 2 sch later,ham
thanx 4 puttin da fone down on me,ham
it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,ham
good evening sir hope you are having a nice day i wanted to bring it to your notice that i have been late in paying rent for the past few months and have had to pay a ltgt charge i felt it would be inconsiderate of me to nag about something you give at great cost to yourself and thats why i didnt speak up i however am in a recession and wont be able to pay the charge this month hence my askin well ahead of months end can you please help thank you for everything,ham
urgent we are trying to contact u todays draw shows that you have won a å£800 prize guaranteed call 09050003091 from land line claim c52 valid 12hrs only,spam
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,spam
nofew hours beforewent to hair cut,ham
thats very rude you on campus,ham
it means u could not keep ur words,ham
waaaat lololo ok next time then,ham
sounds like there could be a lot of time spent in that chastity device boy grins or take your beatings like a good dog going to lounge in a nice long bath now,ham
yes now only saw your message,ham
mmmmm it was sooooo good to wake to your words this morning my love mmmm fuck i love you too my lion devouring kiss from across the sea,ham
am slow in using biolas fne,ham
it shall be fine i have avalarr now will hollalater,ham
match startedindia ltgt for 2,ham
wah okie okie muz make use of e unlimited haha,ham
a link to your picture has been sent you can also use httpalto18coukwavewaveaspo44345,spam
dude sux for snake he got old and raiden got buff,ham
were gonna go get some tacos,ham
thts gods gift for birds as humans hav some natural gift frm god,ham
hurry home u big butt hang up on your last caller if u have to food is done and im starving dont ask what i cooked,ham
now u sound like manky scouse boy stevelike i is travelling on da bus homewot has u inmind 4 recreation dis eve,ham
k go and sleep well take rest,ham
what i mean was i left too early to check cos im working a 96,ham
want 2 get laid tonight want real dogging locations sent direct 2 ur mob join the uks largest dogging network bt txting gravel to 69888 nt ec2a 31pmsg150p,spam
you have 1 new message please call 08718738034,spam
shop till u drop is it you either 10k 5k å£500 cash or å£100 travel voucher call now 09064011000 ntt po box cr01327bt fixedline cost 150ppm mobile vary,spam
just trying to figure out when im suppose to see a couple different people this week we said wed get together but i didnt set dates,ham
howz painhope u r fine,ham
anything lar then ì not going home 4 dinner,ham
ya toldshe was asking wats matter,ham
todays voda numbers ending 1225 are selected to receive a å£50award if you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam
youll never believe this but i have actually got off at taunton wow,ham
i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo,ham
true lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it,ham
uncle g just checking up on you do have a rewarding month,ham
hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin 4ward 2 cin u 2mrw luv jaz,ham
lol ok ill snatch her purse too,ham
the current leading bid is 151 to pause this auction send out customer care 08718726270,spam
i enjoy watching and playing football and basketball anything outdoors and you,ham
well im going to be an aunty,ham
i see when we finish we have loads of loans to pay,ham
k i might come by tonight then if my class lets out early,ham
jay wants to work out first hows 4 sound,ham
ok but tell me half an hr b4 u come i need 2 prepare,ham
check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,ham
g says you never answer your texts confirmdeny,ham
also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong gt,ham
if you mean the website yes,ham
i come n pick ì up come out immediately aft ur lesson,ham
a guy who gets used but is too dumb to realize it,ham
hi wk been ok on hols now yes on for a bit of a run forgot that i have hairdressers appointment at four so need to get home n shower beforehand does that cause prob for u ham,ham
today im not workin but not free oso gee thgt u workin at ur frens shop,ham
you see the requirements please,ham
when you and derek done with class,ham
my tuition is at 330 hm we go for the 1120 to 1205 one do you mind,ham
carry on not disturbing both of you,ham
natalja 25f is inviting you to be her friend reply yes440 or no440 see her wwwsmsacunat27081980 stop send stop frnd to 62468,spam
hiya probably coming home weekend after next,ham
im in town now so ill jus take mrt down later,ham
msgs r not time passthey silently say that i am thinking of u right now and also making u think of me at least 4 a moment gd ntswt drms shesil,ham
yep i do like the pink furniture tho,ham
so what about you what do you remember,ham
so is th gower mate which is where i am how r u man all is good in wales ill b back åômorrow c u this wk who was the msg 4 åð random,ham
fuuuuck i need to stop sleepin sup,ham
final chance claim ur å£150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz å£300 subs 16,spam
